,0
33,９日（水）は、施設点検日のため、６月二十五日（水）は、図書整理日のため休館になります。詳細曙図書館（曙２条１丁目）☎（六百八十五）四千九百四十六ちあふる・
34,「スティング」◇午後２時〜４時二十分。上映作品：「追想」。対象：一般◆休館図書館資料の所蔵状況を確認・点検するため、十一月二十五日（火）〜十二月７日（日）まで休館し
35,〒５６２‐００１４萱野５‐８‐１総合福祉センター内）へ問健康増進課（☎七百二十七．九五〇二、ＦＡＸ七百二十七．三五三九）図書館図書整理点検のための休館について中央・桜ヶ丘・東・萱野南・西南の各図書館及びらいとぴあ二十一図書コーナーは、図書整理点検のため、次の
36,トレーニング室は毎週月曜日※祝日の場合は翌日■ハイランドスポーツセンター字高丘四十一ＴＥＬ３４‐３５２２ＦＡＸ３４‐３７５７４月は休館■日新温水プール日新町２‐２‐四十一ＴＥＬ７２‐４４０９ＦＡＸ７２‐４１９７利用時間９：三十〜二十一：００休館日
37,）の海上の森センター休館日は、４月二十八日（月）。※５月７日（水）は休館あいち海上の森センター瀬戸市吉野町三百四‐１電話：０５６１‐８５‐０６０６
38,（土）休館◎博物館十二月二十七日（土）〜１月３日（土）休館◎市総合体育館・松代総合体育館十二月二十九日（月）〜１月４日（日）休館◎川西総合体育館十二月
39,額。電話の八千六百はハローダイヤル美術館ガイド休館日は変更あり。祝日の場合、※は翌日が休館。（２．４）は第２、４週。料金は一般の額。電話の八千六百
40,各競技団体事務局へ、所定の用紙に必要事項を記入しお申し込みください。先着順。河南コミュニティセンター（布施屋四十一ＴＥＬ４７７‐６５２２）休館：金曜日●映画会【ファミリー部門】日時８月９日（土）十時〜十一時内容「ロミオ
41,も入場していただけます。◆問い合わせ文化センター内天理シティーオーケストラ事務局（☎６３‐５７７９／月曜日と祝日は休館）へ障害者スポーツ・レクリエーションはばたき祭参加者募集◇日時９月二十八日（日）９時から受付◇場所長柄総合体育館
42,▽申込開始＝８月三十一日（日）。申込書は久留米文化情報センター（石橋文化会館内）に準備。月曜は休館。十五日（祝）は開館申同センター（☎三十三．二二七一、ＦＡＸ三十九．七八三七）危険物取扱者保安講習▽９月二十九日（
43,（☎二千九百九十四‐五千三百七十四・ＦＡＸ二千九百九十四‐千百十八／休館日：月曜日・祝休日／月曜日と祝休日が重なる場合は翌日も休館）へ電話所沢の名物・名所あれこれ明けましておめでとうございます。今年もよろしくお願いします。
44,小さな銅版画をご覧いただきます。◇期間９月十五日まで（火曜日と８月十三日〜十七日は休館、ただし７月二十九日・８月二十六日は開館します）◇開館時間９時三十分〜十六時三十分（
45,（土）休館◎市総合体育館・松代総合体育館十二月二十九日（月）〜１月４日（日）休館◎川西総合体育館十二月二十九日（月）〜１月３日（土）休館◎情報館十二月
46,▽申込開始＝８月８日（金）▽申込方法＝電話、ホームページ、同棟窓口。月曜は休館☎８３０‐００７３筑邦市民センター多目的棟大善寺町宮本百六十五の６☎二十七．四二一〇ＦＡＸ二十六．一二四六【認知症や介護に関する講座】▽８月
47,＝８月８日（金）十時〜▽申込方法＝電話、ファクス、電子メール月曜は休館。月曜が祝日の場合はその翌日。ｙａｍａｂｅ１＠ｋｔａｒｎ．ｏｒ．ｊｐ☎８３０‐００５１コンピュータ・カレッジ南１の８の１
48,日曜は十七時まで。十四日（日）、十五日（祝）、二十三日（祝）は休館▽入場料＝無料コンピュータ・カレッジ〒８３０‐００５１南１の８の１☎０１２０・３３６・７７０ＦＡＸ三十二．三五〇一
49,リサイクルふれあい館（☎二千九百九十四‐五千三百七十四・ＦＡＸ二千九百九十四‐千百十八／休館日…月曜日・祝日／月曜日と祝日が重なる場合は翌日も休館）ひよこ探検隊《落ち葉で遊ぼう！》とき２月十七日（日）／午前十時〜午後
50,に、出荷登録者を追加募集します。申込締切は８月二十八日（木）。二十日（水）は休館。出荷品の内容、応募者多数の場合は選考。申道の駅くるめ（☎四十七．四一一一、ＦＡＸ
51,、大人八百二十円※弁当代込申込方法十月十六日（木）９時〜電話で。先着順。休館水曜日紙粘土創作講座受講生募集【発明館】ＴＥＬ４３２‐００８８日時十月二十二日（水）、二十九日（水
52,／十一月３日（月）〜９日（日）午前９時〜午後５時※４日は休館。９日は午後３時まで。ところ／香南歴史民俗郷土館内容／香南文化交流サロン会員の作品展示観覧料／無料
53,（入園午後９時まで）休園日なし（７月十四日（月）は、ガラスのピラミッドが休館となります）ｈｔｔｐ：／／ｗｗｗ．ｓａｐｐｏｒｏ‐ｐａｒｋ．ｏｒ．ｊｐ／ｍｏｅｒｅ／※東七十九番は中沼小学校通行にお乗りください。お知らせ広場７月十一日〜８月十日平成
54,西落合児童館・保育園の休館・移転耐震補強・内部改修工事のため休館します。西落合保育園は仮園舎に移転します。▼西落合児童館の休館【休館日】９月１日（月）〜二十一年３月三十一日（火）※学童クラブは９月８日
55,三千三百四十四）三千七百十五（平日の午前十時〜午後６時、第２月曜日休館。十月は十四日（火）休館）へ。先着順。講座内容は同教室ホームページ（ＨＰｈｔｔｐ：／／ｗｗｗ．ｂｉｚ‐ｐｃ．ｃｏｍ）でもご案内しています。若者の
56,受講料は三千円。９月８日（月）から電話かファクスで申し込みが必要。第３水曜は休館。【ＮＰＯ合同懇親会】▽９月十五日（祝）十四時〜十六時▽内容＝異分野のボランティア
57,申込順。無料。託児あり：生後５カ月以上（５歳未満児は同室）。申・問電話または直接各０１２３へ。休館…吉祥寺：日・月曜，はらっぱ：金・土曜吉祥寺乳幼児救急法講習会平成二十一年１／十五（木）
58,８月６日（水）〜十二日（火）（９時〜十七時。十一日（月）は休館）に官製ハガキを持参で。※申込多数の場合、抽選。河西コミュニティセンター（松江北２‐二十
59,蔵書の点検や図書の配架替え、書架の清掃などのため、次の期間は休館となります。▽期間６月十四日〜二十日※図書の返却日が休館期間に当たる場合
60,９時〜午後５時◎休館日＝月曜日、祝日（月曜日が祝日にあたるときは火曜日も休館）◎問い合わせ＝芸術会館美楽来（☎７４‐１１０１）Ｆの会水彩画展７月二十三日（水）〜
61,十五時三十分対象幼児から大人まで世話役グループ「声」・紙芝居工房※参加無料。中央コミュニティセンター（三沢町１丁目２ＴＥＬ４０２‐２６７８）休館：月曜日●紙芝居とよみきかせの会日時十月二十五日（土）十時〜十一時対象
62,午前９時〜午後４時まで（最終日は正午まで）※月曜日と祝日の翌日は休館■観覧料大人五百円、小・中学生三百円（旧笹川家住宅と共通で、土日・祝日は小・中学生無料）
63,メカニズム、当時のボランティアの活動などを解説する。入場は無料。日曜日と二十二日は休館。十五日には、事前に申し込んだ人を対象に、アルミ缶と牛乳パックでご飯を
64,６月十七日から、弘前地区環境整備センタープラザ棟（☎三十六．三三八八、受付時間は午前９時〜午後４時、月曜日は休館）へ。ジュニア水泳教室▽とき７月３日〜８月５日の毎週火・木曜日、午後７時四十分〜８時
65,受講料＝三千円▽定員＝三十人・先着順▽申込開始＝９月２日（火）。月曜は休館申同センター（☎０９４３・７２・１１９３、ＦＡＸ０９４３・７２・１５５８）ギターと共に楽しむ筑後の文学▽９月二十一日（
66,）〜９／４（木）９：００〜二十一：００※８／十八（月）・９／１（月）は休館費無料申当日直接会場へ場問森下文化センター（森下３‐十二
67,を実施※受付時間…午前８時三十分〜午後３時三十分（日曜日を除く）問当係☎三千九百八十四‐九千六百八十一休館◆図書館各館の休館期間駒込…６月４〜９日池袋…６月十一〜十七日中央…６月二十三〜三十日◇図書資料
68,（土）休館◎情報館十二月二十九日（月）〜１月３日（土）休館◎ごみ収集十二月三十日（火）まで収集カレンダーどおり収集します。十二月三十一日（水）〜
69,五百円２無料▽定員＝各三十人・先着順▽申込開始＝９月十六日（火）。月曜は休館申県緑化センター（☎０９４３・７２・１１９３、ＦＡＸ０９４３・７２・１５５８）生涯学習センター〒８３０‐００３７諏訪野町千八百三十の６、えーるピア久留米内
70,（水）〜３月下旬冬季休業◆まつだい農舞台：十二月二十四日（水）〜１月９日（金）休館◆芝峠温泉雲海：十二月二十五日（木）〜１月６日（火）休まず営業食堂
71,午前９時からどんぐり工房（☎八十三．三八三八）※工芸体験のみ開催当日申込み。木曜日、二十一日（金）休館シルバー人材センターから（☎三十一．一〇〇七）ミニおひな様をつくりましょう＝すわりびなと色紙びな＝●とき２月二十六日
72,旅を続けるハラハラ・ドキドキの冒険小説。かわいい挿絵にも癒されます。〜蔵書点検による休館のお知らせ〜３月十六日（日）〜二十二日（土）は蔵書点検のため休館と
73,（日）休館◎川西総合体育館十二月二十九日（月）〜１月３日（土）休館◎情報館十二月二十九日（月）〜１月３日（土）休館◎ごみ収集十二月
74,電話で。応募多数の場合抽選。※最小遂行人数に満たない場合中止する教室もあります。休館【市民体育館】月曜日（ただし、９月十五日（月・祝）開館、十六日（火）休館）
75,▽申込開始＝８月８日（金）▽申込方法＝電話、同園窓口で受け付け。月曜は休館。月曜が祝日の場合はその翌日☎８３９‐０８３５山辺道文化館草野町草野四百八十七の１ＦＡＸ四十七．三〇一五【
76,十時から発売開始。ぴあ・ローソン・クラモトレコードでも発売します。◆問い合わせ市民会館（☎６２‐３０９５／火・水曜日は休館）へ☆市民会館に駐車場はございません。最寄りの公共交通機関または天理駅前立体駐車場（有料）を
77,まで）休館日…月曜日ただし七月二十一日（月）は開館、二十二日（火）は休館観覧料…一般二百円、小・中学生百円（団体割引あり）。市内の小・中学生と六十五歳以上の人は無料
78,（土）、二十八日（日）、１月４日（日）は、申請がなければ休館になります。【伊豆聖苑・土肥戸田火葬場休業日】１月１日（木）・１月２日（金）【市営施設休館日
79,）■９月の特別整理期間９月１日（月）〜十二日（金）まで図書館蔵書点検・図書システム点検のため休館とします。この期間は、ホームページからの予約ができませんのでご了承ください。■
80,）、十二月二十九日（月）〜１月１日（祝）、１月十三日（火）は休館。●企画展「バチカンの名宝とキリシタン文化」〜１月十二日一般＝前売り八百円（当日
81,とまめの木・しりたがりやのとら」※いずれも参加無料。中央コミュニティセンター（三沢町１丁目２ＴＥＬ４０２‐２６７８）休館：月曜日●紙芝居とよみきかせの会日時８月二十三日（土）十時〜十一時対象
82,（祝）に開場します。▶休館・休場のお知らせ１月３日（木）まで市内体育施設は休館、休場します。郡山ユラックス熱海からのお知らせ☎９８４‐２８００１１月は、休まず開館します。２
83,十月十三日は開館）と十月十四日（火）こども科学館（寄合町十九）ＴＥＬ４３２‐０００２十月の休館月曜日、十四日（火）●プラネタリウム１秋番組「友情のペガスス」期間十二月二十七日（
84,各開催日の１か月前から先着４チーム（１チーム５人以上）※詳細はセンターに問合せをＵＲＬｈｔｔｐ：／／ｗｗｗ．ｙｓｐｃ．ｏｒ．ｊｐ／ｉｓｏｇｏ＿ｓｃ／お知らせ休館のお知らせ耐震補強工事に伴い、洋光台第四小学校コミュニティハウスは５月１日（木）〜８月三十一日（日）まで
85,「わらび」による人形劇などの実演。※７月二十三日（水）は、図書整理日のため休館になります。詳細曙図書館（曙２条１丁目）☎（六百八十五）四千九百四十六手稲老人福祉センターから内容
86,サイン色紙も並べる。同展は、来年二月二十日まで（午前九時半―午後五時）。休館は水曜と十二月二十九―三十一日。大人五百円、中高生三百円、小学生百円。十一月三日に「
87,８日（月）から二十日（土）までの９時〜十八時。十五日（祝）は休館▽えーるピア久留米▽内容＝ＬＬアドバイザーの活動報告、手工芸や絵画などの作品店時
88,２日（金）〜通常営業◆松葉荘：十二月三十日（火）〜１月１日（元日）休館◆千手温泉千年の湯：十二月三十一日（水）午前十時〜午後８時（最終入館７時
89,て同ホーム窓口へ。９月十五日（祝）、十六日（火）、二十三日（祝）は休館城島図書館〒８３０‐０２９２城島町樽津１の１、城島総合文化センター内☎六十二．一七七七ＦＡＸ六十二．四四六六【ブックフェア〜古本市
90,＝無料いずれも申込開始は開催日の１か月前の十時〜。申込方法は電話。月曜は休館。月曜が祝日の場合はその翌日。申再生工房（うきは市、☎ＦＡＸ０９４３・７６・２０７７）冬季水中健康講座▽
91,お知らせします。問政策室源氏物語ミュージアムリニューアルオープン９月３日（水）午後１時９月２日（火）までは休館源氏物語ミュージアムが、「源氏物語のまちづくり」の一環として、平成十年に開館してから、
92,（土）午後３時５分から三十分程度。※十月二十二日（水）は、図書整理日のため休館となります。詳細曙図書館（曙２条１丁目）☎（六百八十五）四千九百四十六手稲区女性の
93,は児童館にあります）◆問い合わせ石上児童館（☎６５‐３８２５／日・月曜日と祝日は休館）へ山の辺文化会議▼万葉講座◇日時９月６日・十三日十三時三十分から◇場所
94,十時〜午後６時●今月の休館日毎週月曜日、三十一日※十三日〜二十二日は特別資料整理期間のため休館その他の催し公会堂虹のひろば「秋風のしらべジョイントコンサート」今回は、■■■■さん
95,〜十七：００＊（土）（日）は十：００〜十七：００＊（月）（金）休館。臨時休館あり。場理科ハウス（池子十字路そば）入場料大人二百円子ども百円詳細はホームページｈｔｔｐ：／／ｌｉｃａｈｏｕｓｅ．ｃｏｍをご覧ください
96,。※日程は変更する場合があります。河西コミュニティセンター（松江北２‐二十‐７ＴＥＬ４８０‐１１７１）休館：金曜日●おはなしだいすき！よっといで日時９月十三日（土）十時三十分〜
97,（祝）の午後３時５分から三十分程度。※４月二十三日（水）は図書整理日のため休館となります。また、４月二十九日（祝）、５月６日（休）は午後５時
98,託児申込み・問い合わせかがやきプラザ内男女共同参画課（☎６８‐２６６６／ＦＡＸ６８‐２６６５）へ。日・月曜日と祝日は休館です。山辺広域環境フェア地球温暖化やごみ問題をはじめとする環境問題は、今や全人類をおびやかす大きな社会問題
99,場合があります●スポーツプラザの休館日プール天井の落下事故のため、当面の間、休館とします。再開のめどが立ちましたら広報とよたなどでお知らします。ご迷惑をおかけし
100,まで世話役おはなしポン！※参加無料。当日自由参加で先着順。東部コミュニティセンター（寺内六百六十五ＴＥＬ４７５‐００２０）休館：金曜日１ちぎり絵教室（毎週水曜。全５回）日程十月８日（水）〜十一月５日（
101,、同センター窓口。９月十五日（祝）、二十三日（祝）、９月三十日（火）は休館。ｄａｎｊｏ‐ｃ＠ｃｉｔｙ．ｋｕｒｕｍｅ．ｆｕｋｕｏｋａ．ｊｐ児童センター〒８３０‐００４２荘島町十一の１、総合児童センター内☎三十五．三八〇九ＦＡＸ三十五．三八八六【サロン学習会
102,問い合わせ先水〜土曜日…ボランティア支援センター（下白銀町、弘前文化センター１階、☎三十八．五五九五、日・月曜日は休館）／火曜日…総合学習センター（末広４丁目、☎二十六．四八〇〇）◎最新のボランティア情報はこちらから（
103,でもなくなりました。（高）公共的施設年末年始の営業状況◆クロス十：十二月三十一日（水）休館、１月１日（元日）〜３日（土）午前９時〜午後６時、４日（
104,たときは障害基礎年金が受けられます。いずれも問区役所保険年金課・地区健康福祉ステーション保険年金係。◇移転に伴う中原市民館の休館中原市民館は武蔵小杉駅前グランド地区へ移転するため、二十一年３月１日から休館します。※施設の予約など
105,は十六：００まで）休館日月曜日（休日の場合は翌日）年末年始、燻蒸作業に伴う休館料金大人三百円高・大学生百五十円企画展期間中大人五百円高・大学生二百五十円駐車場有バリアフリー対応有ロッカー有託児施設
106,（百二十三分）「僕の彼女を紹介します」日時９月二十八日（日）十四時〜休館金曜日、祝日、９月三十日（火）少年自然の家（加太千九百七の２）ＴＥＬ
107,県高齢者美術展作品募集◇日時８月二十二日〜二十七日９時〜十七時（ただし、８月二十五日は休館）◇場所県文化会館展示室◇対象県内在住で満六十歳以上のアマチュアの人◇種目
108,９日（火）から二十三日（祝）まで▽申込方法＝電話、同館窓口。月曜は休館視聴覚ライブラリー〒８３９‐０８６２野中町九百七十の１、中央図書館３階☎三十八．七六四九ＦＡＸ三十八．七一八三【ライブラリーシネマ】▽
109,☆チケットは、市民会館・ぴあ・ローソン・クラモトレコードで発売中！◆問い合わせ市民会館（☎６２‐３０９５／火・水曜日は休館）へ☆市民会館に駐車場はございません。最寄りの公共交通機関または天理駅前立体駐車場（有料）を
110,一般客からマニアまでを通わせた。その場末っぽい雰囲気さえ、愛されていた。休館になる最後の日、一階の「文芸坐」では『ザ・ファン』と『戦火の
111,９時〜十九時【定休日】月曜（祝日の場合は翌日休）※平成十八年８月下旬まで休館【料金】入館無料【所在地】札幌市中央区大通西十三【アクセス】地下鉄西十一丁目駅から徒歩５分
112,今回受付開始となる利用日は、７月１日〜三十一日です。※７月１日、８日、十五日は休館です。※市の事業実施のため、利用できない日があります。○申し込みできる方
113,６４０‐８２２２和歌山市湊本町３丁目２番地市立博物館「史跡散歩」係特別展以外の入館料一般二百五十円、高大生百五十円、小中生百円。休館月曜日（十月十三日は開館）と十月十四日（火）こども科学館（寄合町十九）ＴＥＬ
114,読んでくれる人びっくりばこの皆さん※いずれも参加無料河北コミュニティセンター（市小路百九十二‐３ＴＥＬ４８０‐３６１０）休館：金曜日●絵本読みきかせの会日時十月８日（水）十四時三十分〜十五時三十分対象
115,指導：■■■■■さん）汗ふきタオルと飲み物持参。１歳６か月児くらいから参加できます。＊十五日（月・祝）は休館。土曜日は小学生と一緒。問小坪小学校ふれあいスクール事務室☎０４６７‐２５‐１３１９鷺の浦おはなし会時９月十七日（水）十一：三十〜
116,まで世話役おはなしポン！※参加無料。当日自由参加で先着順。東部コミュニティセンター（寺内六百六十五ＴＥＬ４７５‐００２０）休館：金曜日日程十一月十日〜十二月十五日の毎週月曜日（全５回）時間十三時三十分〜
117,は児童館にあります）◆問い合わせ石上児童館（☎６５‐３８２５／日・月曜日と祝日は休館）へ講座・教室親子食育教室楽しい料理教室に参加しませんか。親子で一緒に作って
118,▽申込開始＝９月９日（火）▽申込方法＝電話、同棟窓口、ホームページ。月曜は休館申１同棟（☎二十七．四二一〇、ＦＡＸ二十六．一二四六）２同棟（☎四十七．〇九九五、ＦＡＸ四十七．〇九九四）起業に関する
119,（月）までの９時〜二十一時。日曜は十七時まで。８月二十四日（日）は休館▽内容＝水墨画作品十五点展示▽入場料＝無料十月開講教室▽十月から来年３月までの６か月コース
120,、電話または直接窓口へ。その他詳細については、お問い合わせください。ふしこ地区センターから休館のお知らせ☎７８５‐６３２３電気設備改修工事のため、下記の期間は休館（センターの利用、
121,）〜通常営業◆キナーレ体験工房館・きもの歴史館：十二月二十九日（金）〜１月１日（元日）休館、２日（金）〜通常営業◆松葉荘：十二月三十日（火）〜１月１日（元日
122,〜通常営業◆ひだまりプール：十二月二十五日（木）〜１月３日（土）定期点検のため休館◆光の館：６日（火）・７日（水）休館◆ゆくら妻有
123,世界中真剣に取り組んでいかないといけませんね。さて、昨日は火曜日、ジムが休館です。久し振りに家でまったりとしていました。。。が、心は思う様
124,。問い合わせ市美術館☎２２１‐２３１１ＦＡＸ２２１‐２３１６４月７日（月）、５月７日（水）休館開館時間＝十：００〜十八：００（金・土曜日は二十：００まで）＊入館は閉館の三十分前までホームページ
125,〜３月１日（土）※毎週月曜日（十一日を除く）と二十二日（金）は休館●ところ市中央図書館●内容グラスアート＆押し花ちぎり＆絵展●入場料無料●問合せ
126,。休館【市民体育館】月曜日（ただし、９月十五日（月・祝）開館、十六日（火）休館）【河南総合体育館】火曜日紀の川洪水ハザードマップが完成紀の川の洪水で浸水したときに市民の皆様
127,５日（金）▽申込方法＝電話、ファクス、同センター窓口。８月三十一日（日）は休館〒８３０‐００３７男女平等推進センター諏訪野町千八百三十の６、えーるピア久留米内☎三十．七八〇〇ＦＡＸ三十．七八一一【ビデオ上映会】▽
128,）〜十二月二十八日（日）※十一月十日（月）、十二月８日（月）は休館時間＝午前９時〜午後５時※入館は午後４時三十分まで場所＝シーボルト記念館
129,２☎７５４‐４５００、ＦＡＸ７５４‐４５３３武蔵小杉駅からバス「市民ミュージアム」下車原則月曜（祝日の場合は翌日）休館◆「ブルーノ・ムナーリのアートとあそぼう」７月十二日〜８月三十一日、９時半〜十七時。企画展示室２
130,☎７５４‐４５００、ＦＡＸ７５４‐４５３３武蔵小杉駅からバス「市民ミュージアム」下車原則月曜（祝日の場合は翌日）休館◆「コレクション・ピックアップ―学芸員が選ぶ収蔵作品展」７月十三日まで。アートギャラリー１、２、３
131,豊田山丘陵周辺の遺跡」◇日時８月十六日〜三十日９時〜十七時（ただし、月曜日は休館）◇場所文化センター１階展示ホール◇主な遺跡別所ツルベ遺跡、別所遺跡、塚山古墳、袋塚古墳▼講演会
132,は午前九時半―午後五時（金曜は午後八時まで）で、最終日を除く月曜は休館。問い合わせは同館＝電０５２（２１２）０００１＝へ。（原一文）講演する笠間日動美術館の長谷川智恵子副館長＝
133,も前売り料金。当日券は各百円増し。（長崎県美術館☎８３３‐２１１０）※十一月十日（月）は休館。●企画展「バチカンの名宝とキリシタン文化」〜１月十二日一般＝前売り八百円（当日
